Latitude,Longitude,Q_2.2_municipe,Q_2.2.1_zone,Q_3.1.3_genre,Q_3.1.4_Scolarite,Q_3.3.2_temps_communautes,Q_3.4.2_activites_professionnelles,Q_4.1.2.1_qui_habite,Q_4.4.1_participer_eglise,Q_4.4.1_participer_au_groupe_jeunes,Q_4.4.1_participe_groupe_femmes,Q_4.4.1_participer_syndicat,Q_4.4.1_participer_a_la_cooperation,Q_4.4.1_participer_a_la_communaute_associative,Q_4.4.1_participer_au_football_de_club,Q_4.5.1_revenu_travail_exterieur,Q_5.1.2_type_culture,Q_5.3.2_cueillette_produits_forestiers,Q_5.3.2_Produits forestiers a base de bois,Q_5.3.2_Produits a base de fibres forestieres,Q_5.3.2_Produits_forestiers_huiles_resines,Q_5.3.2_Produits_fruits_forestiers,Q_5.3.2_Produits_forestiers_chataignes,Q_5.3.2_Produits_forestiers,Q_5.3.2_Produits_forestiers_peche,Q_5.3.2_Produits_forestiers_autres,Q_5.3.2_Pas_de_collecte_de_produits_forestiers,Q_5.3.2.1_autres_collections_forestieres_quelles,Q_6.1.2_emploi_main_d'oeuvre,Q_6.1.3_salaires,Q_6.1.4.2_Insecticides_chimiques,Q_6.1.4.2_defensifs_naturels,Q_6.1.4.3_herbicide,Q_6.2.1_Produits_chimiques,Q_6.2.1.2_pourquoi_n'utiliser_plus_de_produits_chimiques,Q_6.2.1.2.1_autres_raisons_d'utiliser_des_produits_chimiques_nuisibles,Q_6.3.1_entendu_parler_agroecologie,Q_6_3₁_3_Pratique_de_l_agroecologie,Q_6.3.1.3.1_quelle_culture_agroecologie,Q_6.3.1.3.2_depuis_quand_pratique_agroecologie,Q_7.1.1.2_Produits_commerciaux,Q_7.1.1.2_produit principal,Q_7.1.1.2.3_forme_commercialisation,Q_7.1.1.3_certification,Q_7.2.1_revenu_agricole_bon_mois,Q_7.2.2_revenu_agricole_mois_difficile,Q_7.4.1_Principales_difficultes_de_production,Q_7.4.1.1_autres_difficultes_de_production,Q_7.4.2_principales_difficultes_de_la_commercialisation,Q_7.4.2.1_Autres_difficultes_de_commercialisation,Q_7.5.1.2_credit,Q_7.6.1_Technique_d'assistance_a_la_visite,Q_7.6.2_D'où viennent les techniciens ?,Q_7.6.2.1_Autres techniciens qui,Q_7.6.3_frequence_visites,Q_8.1.2_titre du bien,Q_8.1.4_enregistrement_environnemental_CAR,Q_8.1.5_annee_CAR,Q_8.4.1_nouvelles_terres,Q_8.4.1.4_prix,Q_8.5.1_evenement de terrain,Q_8.5.2_refu_proposition_achat_refuse,Q_8.5.2.1_annee_proposition_achat,Q_8.5.3_campagne_ne_vend_pas_ta_terre,Q_9.1.1.2_abandon de la culture,Q_9.1.1.3_pourquoi_abandonner,Q_9.2.1_nouvelles_activites,Q_9.2.1.2_quelles_nouvelles_activites,Q_9.3.1_Changement_du_climat,Q_9.3.1.1_Autres_changements_qui,Q_9.3.1.4_assechement_source,Q_9.3.1.5_Sources d'eau de sechage,Q_9.3.1.6_quand_assechement,Q_9.4.1_Changes_apres_soja,Q_9.4.1.2_quand_changements,Q_9.4.1.3_quand_changements_lies_soja,Q_9.4.1.4_changements_positifs_soja,Q_9.4.1.4.1_autres_ameliorations_quoi,Q_9.4.1.5_changements_negatifs_soja,Q_9.4.1.5.1_Autres_pertes_de_soja_apportees_qui,Q_9.4.2_atteint_pour_la_pulverisation_des_pesticides,Q_9.4.2.3_commentaire_pesticides_impactant,Q_9.4.2.4_problemes_sante_lies_pulverisations,Q_9.4.2.4.1_autres_problemes_de_sante_pulverisations_qual,Q_9.5.1_enfants_veulent_continuer_leur_activite_agricole,Q_9.5.1.2_quel_futur_veulent_pour_les_enfants,Q_9.5.2_quel_futur_5_ans,Q_9.6.1_situation_communautaire_sante,Q_9.6.1_situation_communaute_education,Q_9.6.1_situation_communaute_production_agricole,Q_9.6.1_situation_communaute_route_transport,Q_9.6.1_situation_communaute_liens_sociaux,Q_9.6.1_situation_communaute_relations_autres_acteurs_dont_soja,Q_9.6.1_situation_communaute_pouvoirs_publics,Q_9.6.2_changements_15ans_sante,Q_9.6.2_changements_15ans_education,Q_9.6.2_changements_15ans_production_agricole,Q_9.6.2_changements_15ans_transport_route,Q_9.6.2_changements_15ans_liens_sociaux,Q_9.6.2_changements_15ans_acteurs_exterieurs,Q_9.6.2_changements_15ans_pouvoirs_publics,Q_9.6.3_situation_agricole_familiale,Q_9.6.3_situation_communaute_si_continue,Q_9.6.3_situation_soja_si_continue,Q_10_age,Q_11_Dist_soja,@2.1GPS point d'interview location_altitude,,,,,,,,,,,,,,,,,
-2.73618985,-54.83615187,Mojuí dos Campos,M4 PA Jabuti,Homme,Terminer l'enseignement primaire,Entre 15 et 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Non,Non,Non,Participer,Leadership,Non,Non,Personne ne travaille en dehors du lotissement,Plantation,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,1 ou 2 fois par an,Jamais,1 ou 2 fois par an,Utilisation, , ,Non, , , ,Farine,Farine,Vente lors d'une foire municipale,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum","Ravageurs, maladies, insectes ; Ressources financieres ; Manque d'assistance technique", ,Difficultes d'acces aux marches , Autres, ,Pronaf A,Non, , , ,Titularisation,Non, ,Non, ,non,Non, ,Non, , ,Non, ,Augmentation des precipitations, ,Non, , ,"Oui, je sais que ça fait mal",5 ans,Augmentation au cours des 5 dernieres annees,Route mieux entretenue, ,Aggravation de la sante de la famille , changement climatique , dommages generaux causes a l'environnement, ,Oui,Les ravageurs qui envahissent vos cultures,Il n'avait pas, ,Non,Partir a la recherche d'un emploi en ville,Je veux continuer a renforcer les activites du lot,moyen,mauvais,mauvais,mauvais,moyen,mauvais,mauvais,La situation a empire,Amelioree,La situation a empire,Amelioree,La situation a empire,C'est la meme chose,C'est la meme chose,La situation va empirer,La situation va empirer,Il se renforcera,49,"1040,18952",77,,,,,,,,,,,,,,
-2.82193746,-54.74600668,Mojuí dos Campos,M4 PA Jabuti,Homme,Jamais etudie,Plus de 30 ans,Participe aux activites agricoles de la famille , Retraite,"Conjoint/partenaire/partenaire ; Fils, fille",Leadership,Non,Participer,Non,Non,Non,Non,Personne ne travaille en dehors du lotissement,Plantation , legumes , ferme productive ou arriere-cour , autres plantations uniques (monoculture),Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,Tous les 2-3 mois,Jamais,Tous les 2-3 mois,Utilisation, , ,Oui,Oui,Chaque cour productive,25 ans,Farine,Farine,Vente lors d'une foire municipale,Non,"Jusqu'a 0,5 salaire minimum","Jusqu'a 0,5 salaire minimum",Periode de secheresse , Ressources financieres, ,Aucun, ,Autres,Non, , , ,Titularisation,Non, ,Non, ,non,Non, ,Oui,"Riz, haricots et maïs",Parce qu'il a vendu la terre.,Oui,Plantation d'ananas.,Augmentation de la temperature (plus chaude) , Moins de pluie, ,Non, , ,Non, , ,Aucun, ,Aucun, ,Non, ,Il n'avait pas, ,Oui,Poursuivre l'activite agricole,Je veux continuer a renforcer les activites du lot,moyen,bon,bon,bon,bon,bon,bon,C'est la meme chose,Amelioree,C'est la meme chose,C'est la meme chose,Amelioree,C'est la meme chose,Amelioree,La situation va empirer,La situation va empirer,Il se renforcera,76,"741,85066",45,,,,,,,,,,,
-2.7393629,-54.77745394,Mojuí dos Campos,M4 PA Jabuti,Femme,Enseignement primaire incomplet,De 5 a 15 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Non,Participer,Non,Personne ne travaille en dehors du lotissement,Plantation , ferme productive ou arriere-cour,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, ,Quelques fois par mois, ,Tous les 2-3 mois,Jamais,Jamais,Jamais utilise, , ,Non, , , ,Urucu,Urucu,Vente aux intermediaires,Non,"Jusqu'a 0,5 salaire minimum",Rien,"Periode de secheresse ; ravageurs, maladies, insectes ; ressources financieres", ,Autres, , ,Oui,EMATER, ,Une fois par an,Titre definitif (INCRA ou ITERPA),"Oui, individuel",Vous ne savez pas,Non, ,non,Non, ,Oui, , ,Non, ,Augmentation des precipitations, ,Non, , ,"Oui, je sais que ça fait mal", ,Augmentation au cours des 5 dernieres annees,Il ne peut pas dire, ,Degradation de la sante des familles , Changement climatique, ,Non, ,Il n'avait pas, ,Oui,Qu'ils poursuivent des etudes superieures,Je veux continuer a renforcer les activites du lot,bon,bon,bon,moyen,moyen,moyen,mauvais,C'est la meme chose,Amelioree,Amelioree,La situation a empire,C'est la meme chose,Amelioree,C'est la meme chose,Vous ne savez pas,Il se renforcera,Il se renforcera,34,"44,44344",92,,,,,,,,,,,,,,,
-3.12011414,-54.97129433,Belterra,B4 St George,Homme,Terminer l'enseignement primaire,De 5 a 15 ans,etudes , Participe aux activites agricoles de la famille , Retraite,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Participer,Non,Participer,Non,Participer,Non,Vous ne savez pas,Plantation,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,1 ou 2 fois par an,Jamais,Jamais,Jamais utilise, , ,Oui,Non, , ,"papaye, poivre noir",Poivre,Vente lors d'une foire municipale,Non,"Entre 0,5 et 1 salaire minimum","Entre 0,5 et 1 salaire minimum",Faiblesse du sol/degradation , manque de main-d'œuvre , manque d'assistance technique, ,Mauvais etat des routes , manque de transport adequat , manque d'assistance technique pour la commercialisation, , ,Non, , , ,Titre definitif (INCRA ou ITERPA),Non, ,Non, ,non,Non, ,Oui, , ,Non, ,Augmentation de la temperature (plus chaud), ,Non, , ,Non, , ,Aucun, ,Aucun, ,Non, ,"Je ne sais pas Non, il ne l'a pas fait", ,Non,Poursuivre l'activite agricole,Je veux continuer a renforcer les activites du lot,mauvais,bon,bon,bon,bon,bon,mauvais,La situation a empire,Amelioree,Amelioree,Amelioree,Amelioree,Amelioree,La situation a empire,La situation va empirer,Il ne changera pas,La situation va empirer,70,"1800,58161",89,,,,,,,,,,,
-2.80068846,-54.80196015,Mojuí dos Campos,M4 PA Jabuti,Femme,Diplome d'etudes secondaires,Plus de 30 ans,Participe aux activites agricoles de la famille , Fonctionnaire,"Conjoint/partenaire/partenaire ; Fils, fille",Leadership,Non,Non,Participer,Non,Non,Leadership,Jusqu'a un salaire minimum,Legumes , Ferme productive ou arriere-cour,"Fruits (açaí, buriti, bacaba, piquia, etc.) ; Fruits a coque (babaçu, andiroba, patauá, castanha-do-pará, muru-muru, etc.)",0,0,0,1,1,1,0,0,0, , , ,Jamais,1 ou 2 fois par an, ,Utilisation, , ,Non, , , ,"Volaille,Legumes",Aviculure,Ventes communautaires,Non,"Jusqu'a 0,5 salaire minimum","Jusqu'a 0,5 salaire minimum",Aucun, ,Difficultes d'acces aux marches, , ,Non, , , ,Reçu d'achat,Non, ,Non, ,non,Oui,2018,Oui,Riz,Parce qu'ils ont vendu la terre,Non, ,Augmentation de la temperature (plus chaude) , Deplacement de la saison des pluies, ,Oui,Igarape,5 ans,"Oui, je sais que ça fait mal",Depuis l'arrivee,Augmentation au cours des 5 dernieres annees,Aucun, ,"Degradation de la qualite de l'eau (iguarapę, puits)", ,Oui,"Malaise (odeur forte, maux de tete, vomissements)",Autres,Maladies de la peau,Oui,Poursuivre l'activite agricole,Je veux continuer a renforcer les activites du lot,moyen,moyen,moyen,moyen,bon,moyen,moyen,Amelioree,Amelioree,C'est la meme chose,Amelioree,C'est la meme chose,C'est la meme chose,Amelioree,Vous ne savez pas,Il se renforcera,Il se renforcera,39,"18,28198",65,,,,,,,,,,,,,,
-2.73897613,-54.7730061,Mojuí dos Campos,M4 PA Jabuti,Femme,Enseignement primaire incomplet,Je suis ne(e) ici/j'ai grandi ici/je suis arrive(e) ici pendant mon enfance (jusqu'a l'age de 18 ans),Participe aux activites agricoles de la famille,Conjoint/partenaire/partenaire,Participer,Non,Non,Participer,Non,Non,Non,Personne ne travaille en dehors du lotissement,Plantation , Legumes , Ferme productive ou arriere-cour,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,Jamais,Tous les 2-3 mois,Jamais,"Avant, mais plus maintenant",Se preoccuper de sa sante et de celle de sa famille, ,Non, , , ,"papaye, poivre noir",Poivre,"Vente aux intermediaires, Vente dans les foires municipales",Non,"Jusqu'a 0,5 salaire minimum","Jusqu'a 0,5 salaire minimum","Sol faible/degradation ; ravageurs, maladies, insectes ; manque d'assistance technique", ,Autres, , ,Non, , , ,Reçu d'achat,Non, ,Non, ,oui,Non, ,Oui, , ,Non, ,Augmentation de la temperature (plus chaude) , Moins de pluie, ,Oui,Bien,2 ans,"Oui, je sais que ça fait mal",Depuis l'arrivee,Augmentation au cours des 5 dernieres annees,Aucun, ,"Perte de production ; deterioration de la qualite de l'eau (iguarapę, puits) ; changement climatique ; dommages generaux a l'environnement.", ,Oui,"Les parasites envahissent vos cultures ; Malaise (forte odeur, maux de tete, vomissements)",Maux de tete constants, ,Oui,Poursuivre l'activite agricole,J'aimerais demenager dans une autre communaute rurale,bon,bon,bon,bon,bon,mauvais,bon,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,Il ne changera pas,Il ne changera pas,La situation va empirer,57,"67,12431",71,,,,,,,,,,,,,,
-2.74076095,-54.75511842,Mojuí dos Campos,M4 PA Jabuti,Homme,Enseignement primaire incomplet,Je suis ne(e) ici/j'ai grandi ici/je suis arrive(e) ici pendant mon enfance (jusqu'a l'age de 18 ans),Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Participer,Non,Participer,Personne ne travaille en dehors du lotissement,Plantation , Legumes , Ferme productive ou arriere-cour,Chasse,0,0,0,0,0,1,0,0,0, ,Quelques fois par mois, ,Tous les mois,Jamais,Tous les 2-3 mois,Utilisation, , ,Oui,Non, , ,Poivre noir,Poivre,Vente lors d'une foire municipale,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum","Ravageurs, maladies, insectes ; Ressources financieres ; Manque d'assistance technique", ,Autres, , ,Non, , , ,Titre definitif (INCRA ou ITERPA),Non, ,Non, ,non,Oui,2016,Oui,Fabrication de la farine,Pas de temps,Non, ,Augmentation de la temperature (plus chaud), ,Oui,autres,Un certain temps,"Oui, je sais que ça fait mal",Depuis l'arrivee du soja,Augmentation au cours des 5 dernieres annees,Aucun, ,"Degradation de la qualite de l'eau (iguarapę, puits) ; Autre",Nuisibles,Non, ,Autres,Taches cutanees,Vous ne savez pas,Partir a la recherche d'un emploi en ville,Je veux continuer a renforcer les activites du lot,moyen,moyen,moyen,mauvais,moyen,moyen,moyen,La situation a empire,Amelioree,Amelioree,La situation a empire,C'est la meme chose,C'est la meme chose,C'est la meme chose,La situation va empirer,Vous ne savez pas,Il se renforcera,38,"239,24455",54,,,,,,,,,,,,,,,
-2.74054626,-54.75554965,Mojuí dos Campos,M4 PA Jabuti,Femme,Enseignement primaire incomplet,Je suis ne(e) ici/j'ai grandi ici/je suis arrive(e) ici pendant mon enfance (jusqu'a l'age de 18 ans),Participe aux activites agricoles de la famille,Conjoint/partenaire/partenaire , Autre parent,Participer,Non,Non,Participer,Participer,Participer,Non,Personne ne travaille en dehors du lotissement,Plantation , Ferme productive ou arriere-cour , Consortium ou SAF,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, ,Plusieurs fois par semaine, ,Tous les mois,Tous les 2-3 mois,Tous les mois,Utilisation, , ,Non, , , ,Maman,Maman,"Vente a des intermediaires, Autres",Non,Plus de 1 a 3 salaires minimums,"Jusqu'a 0,5 salaire minimum","Exces d'eau/inondations ; sols fragiles/degradation ; ravageurs, maladies, insectes ; manque d'assistance technique", ,Mauvais etat des routes , Autres, ,Fleur d'amazone,Oui,Representants des ventes de produits agricoles, ,Une fois par an,Titre definitif (INCRA ou ITERPA),Non, ,"Oui, je l'ai fait","R$2,500",non,Oui,2018,Non, , ,Non, ,Moins de pluie, ,Non, , ,"Oui, je sais que ça fait mal",10 ans,Elle s'est developpee au cours des dix dernieres annees,Aucun, ,Perte de production , changement climatique, ,Oui,"Les parasites envahissent vos cultures ; Malaise (forte odeur, maux de tete, vomissements)",Il n'avait pas, ,Non, ,Je veux continuer a renforcer les activites du lot,bon,moyen,bon,mauvais,bon,bon,bon,C'est la meme chose,Amelioree,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose,Il se renforcera,Il ne changera pas,Il se renforcera,54,"214,55226",54,,,,,,,,,,,,
-3.12817463,-54.97062828,Belterra,B4 St George,Homme,ecole secondaire incomplete,Moins de 5 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire ; fils, fille ; pere/belle-mere ou beau-pere/belle-sœur",Non,Non,Non,Non,Non,Participer,Non,Jusqu'a un salaire minimum,Plantation,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,Jamais,Jamais,Jamais,"Avant, mais plus maintenant", , ,Non, , , ,"Colorau, Cupuaçu",Paprika,Vente aux intermediaires,Non,Plus de 1 a 3 salaires minimums,"Entre 0,5 et 1 salaire minimum",Ressources financieres , manque de main-d'œuvre , manque d'assistance technique, ,Mauvais etat des routes , difficultes d'acces aux marches, , ,Non, , , ,Titularisation,"Oui, individuel",Vous ne savez pas,Non, ,non,Non, ,Non,"Riz, maïs.",Parce qu'il est plus facile d'acheter que de planter,Oui,Plantation de manioc,Augmentation de la temperature (plus chaude) , Deplacement de la saison des pluies, ,Non, , ,"Oui, je sais que ça fait mal",9 ans,Augmentation au cours des 5 dernieres annees,Aucun, ,Perte de production, ,Oui,"Secheresse des cultures ; invasion de ravageurs ; malaise (forte odeur, maux de tete, vomissements).",Il n'avait pas, ,Vous ne savez pas, ,J'aimerais sortir en ville,moyen,moyen,moyen,moyen,moyen,mauvais,mauvais,Amelioree,Amelioree,Amelioree,Amelioree,La situation a empire,La situation a empire,La situation a empire,La situation va empirer,La situation va empirer,Il se renforcera,30,"904,40559",80,,,,,,,,,,,,,
-2.6585628,-54.87657298,Belterra,Centre B1,Homme,Enseignement primaire incomplet,Plus de 30 ans,Participe aux activites agricoles de la famille , Retraite,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Participer,Participer,Non,Non,Non,Personne ne travaille en dehors du lotissement,Roça , Sitio ou arriere-cour productive , Autres plantations seules (monoculture),"Bois ; noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",1,0,0,0,1,0,0,0,0, ,Quelques fois par mois, ,1 ou 2 fois par an,Jamais,Jamais,Utilisation, , ,Oui,Oui,La campagne,30 ans, , , , ,Vous ne savez pas,Vous ne savez pas,Aucun, ,Aucun, ,Pronaf B,Non, , , ,Titularisation,"Oui, individuel",2018, , ,non,Non, , ,Cafe,Parce que ń donne des resultats,Non, ,Augmentation de la temperature (plus chaude) , Deplacement de la saison des pluies, , , , ,"Oui, je sais que ça fait mal",16 ans,C'est comme ça depuis 15 ans,Aucun, ,Dommages generaux a l'environnement, ,Non, ,Il n'avait pas, ,Non,Qu'ils poursuivent des etudes superieures,Je veux continuer a renforcer les activites du lot,moyen,moyen,mauvais,mauvais,moyen,bon,mauvais,Amelioree,C'est la meme chose,La situation a empire,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,La situation va empirer,Il se renforcera,Il ne changera pas,77, ,166,,,,,,,,,,,,,
-2.65602752,-54.87508533,Belterra,Centre B1,Femme,Enseignement primaire incomplet,De 5 a 15 ans,Participe aux activites agricoles de la famille,Conjoint/partenaire/partenaire,Non,Non,Non,Participer,Non,Non,Non,Personne ne travaille en dehors du lotissement,Plantation , Legumes , Ferme productive ou arriere-cour,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Jamais,Jamais,Jamais,Jamais utilise, , ,Non, , , ,Legumes,Legumes,"Vendre sur son propre terrain, Vendre dans la communaute",Non,"Jusqu'a 0,5 salaire minimum",Rien,"Periode de secheresse ; ravageurs, maladies, insectes ; ressources financieres", ,Aucun, , ,Non, , , ,Titularisation,"Oui, individuel", ,Non, ,non,Non, ,Non,Riz,Par manque de terres,Non, ,Augmentation de la temperature (plus chaud), ,Non, , ,"Oui, je sais que ça fait mal",16 ans,C'est comme ça depuis 15 ans,Il ne peut pas dire, ,Dommages generaux a l'environnement, ,Non, ,Il n'avait pas, ,Non,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,bon,bon,moyen,bon,bon,bon, ,La situation a empire,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose, , ,La situation va empirer,Il se renforcera,Il se renforcera,50,"408,61156",145,,,,,,,,,,,,,,
-2.68158122,-54.87152382,Belterra,Centre B1,Femme,Enseignement primaire incomplet,Plus de 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire ; Fils, fille ; Autre parent",Participer,Participer,Non,Participer,Non,Participer,Participer,Personne ne travaille en dehors du lotissement,Plantation , Legumes , Ferme productive ou arriere-cour , Consortium ou SAF,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Tous les 2-3 mois,Jamais,Jamais,Utilisation, , ,Oui,Oui,Plantation,30 ans,"Legumes, fruits de la passion",Legumes,Vendre sur le terrain,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum","Periode de secheresse ; ravageurs, maladies, insectes ; ressources financieres ; manque de main-d'œuvre", ,Mauvais etat des routes , manque de transport adequat, ,Pronaf B,Oui,EMATER, ,Une fois par an,Titularisation,"Oui, individuel",2018,Non, ,non,Non, ,Oui, , ,Non, ,Moins d'humidite dans l'air (moins de brouillard) , Augmentation des precipitations, ,Non, , ,"Oui, je sais que ça fait mal",16 ans,C'est comme ça depuis 15 ans,Aucun, ,Perte de production , dommages generaux a l'environnement, ,Oui,"Secheresse des cultures ; invasion de ravageurs ; malaise (forte odeur, maux de tete, vomissements).",Maux de tete constants, ,Non,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,mauvais,moyen,moyen,mauvais,bon, , ,C'est la meme chose,Amelioree,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,La situation a empire,La situation va empirer,Vous ne savez pas,La situation va empirer,43,"92,08179",138,,,,,,,,,,
-2.68102015,-54.86361807,Belterra,Centre B1,Femme,Diplome d'etudes secondaires,Plus de 30 ans,Participe aux activites agricoles de la famille,Conjoint/partenaire/partenaire,Leadership,Non,Non,Participer,Non,Leadership,Non,Personne ne travaille en dehors du lotissement,Plantation , ferme productive ou arriere-cour,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Jamais,Jamais,Jamais,Jamais utilise, , ,Oui,Oui,Plantation,Depuis le,Farine,Farine,Ventes communautaires, ,"Jusqu'a 0,5 salaire minimum",Rien,Periode de secheresse , sols fragiles/degradation , manque de main-d'œuvre, ,Difficultes d'acces aux marches, ,Fleur d'amazone,Oui,Syndicats, ,Une fois par an,Titularisation,"Oui, individuel",2018,Non, ,non,Non, ,Oui,Riz et haricots,Manque de main-d'œuvre et invasion de parasites dans les plantations,Non, ,Augmentation de la temperature (plus chaud), ,Non, , ,"Oui, je sais que ça fait mal",16 ans,C'est comme ça depuis 15 ans,Aucun, ,Perte de production , dommages generaux a l'environnement, ,Non, ,Il n'avait pas, ,Non,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,moyen,moyen,mauvais,bon,bon,bon,bon,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,La situation va empirer,Il se renforcera,Il se renforcera,51,"269,51106",124,,,,,,,,,,,,
-2.68023844,-54.86343664,Belterra,Centre B1,Homme,Enseignement primaire incomplet,Plus de 30 ans,Participe aux activites agricoles de la famille , Retraite,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Non,Participer,Participer,Jusqu'a un salaire minimum,Legumes , Ferme productive ou arriere-cour , Autres plantations seules (monoculture),"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, ,Quelques fois par mois, ,1 ou 2 fois par an,Jamais, , , , ,Oui,Oui,Planter des piments,30 ans,Legumes,Senteur verte,"Vendre sur son propre terrain, vendre dans la communaute, vendre sur un marche en ville",Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum",Sol faible/degradation , Ressources financieres , Manque de main-d'œuvre, ,Manque de moyens de transport adequats, ,Pronaf B,Oui,EMATER, ,Une fois par an,Titularisation,"Oui, individuel",2014,Non, ,oui,Oui,2003,Non, , ,Oui,Legumes,Augmentation de la temperature (plus chaud), , , , ,Il ne peut pas dire, , ,Aucun, ,Perte de production , dommages generaux a l'environnement, ,Oui,Secheresse des cultures , Ravageurs envahissant vos cultures,Il n'avait pas, ,Non,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,moyen,bon,moyen,moyen,bon,bon, ,Amelioree,La situation a empire,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose,La situation va empirer,Il se renforcera,Il ne changera pas,70,"333,51499",120,,,,,,,,,
 , ,Belterra,Centre B1,Homme,Jamais etudie,De 5 a 15 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire ; Fils, fille ; Gendre/belle-fille ; Petit-enfant/petite-fille",Non,Participer,Non,Non,Non,Non,Non,Jusqu'a un salaire minimum,Ferme ou jardin productif,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,Jamais,Jamais, ,Jamais utilise, , ,Oui,Non, , , , , ,Non,Vous ne savez pas,Vous ne savez pas,"Ravageurs, maladies, insectes ; ressources financieres ; manque de main-d'œuvre", ,Difficultes d'acces aux marches , manque d'assistance technique pour la commercialisation, , ,Non, , , ,Reçu d'achat,Non, ,"Oui, je l'ai fait",Je ne voulais pas parler,non,Non, ,Oui,"Riz, feves et maïs",Manque de ressources et age,Non, ,Augmentation de la temperature (plus chaude) , Deplacement de la saison des pluies, ,Non, , ,"Oui, je sais que ça fait mal",3 ans,Augmentation au cours des 5 dernieres annees,Aucun, ,Autres,Je ne sais pas si c'est lie au soja.,Oui,Vous ne savez pas,Je ne sais pas, ,Non,Partir a la recherche d'un emploi en ville , Aller a l'universite,Autres,mauvais,moyen,mauvais,moyen,bon, ,moyen,La situation a empire,Amelioree,Amelioree,Amelioree,La situation a empire, ,La situation a empire,La situation va empirer,La situation va empirer,Il se renforcera,65, , ,,,,,,,,,,,,,,
